farmer_id,username,full_name,gender,date_of_birth,age,category,aadhaar_masked,mobile,state,district,taluka,village,pincode,khasra_number,land_holding_ha,land_type,soil_type,irrigation_source,primary_crop,secondary_crop,tertiary_crop,has_kcc,kcc_bank,pm_kisan_beneficiary,mgnrega_linked,registration_date,status,gat_number,Verified_GAT,pu_id,bhudharna_prakar,pot_kharab_area_ha,aakarnee_rs,satbara_last_date,kisan_id,plot_centroid_lat,plot_centroid_lon,plot_boundary_radius_m,crop_variety,sowing_date,irrigated_status,pmfby_enrolled,pmfby_sum_insured_rs,pmfby_premium_paid_rs,bank_account_masked,ifsc_code,ndvi_baseline,ndvi_current,ndvi_drop_pct,hist_avg_yield_qtl_per_ha,last_survey_date,last_damage_score_pct,last_claim_status
MH-AS-AMR-10000028,rajesh.kulkarni34,Rajesh Kulkarni,Male,1996-03-24,30,ST,XXXX-XXXX-4467,9191075246,Maharashtra,Amravati,Amravati,Amravati_Village_26,440283,362/16,1.15,Semi-irrigated,Black Cotton Soil,Well,Sunflower,Chana Dal,Wheat,Yes,,No,Yes,2023-03-16,Inactive,362/16,Unverified,39229469952,Bhogtavadar Varg-1,0.0,2.21,08/06/2024,KID7316707436,21.080524,77.944451,60.5,Local Variety,2024-11-13,Rain-fed,Yes,31560,631,XXXX5317XX,MAHB4341825,0.74,0.278,62.4,25.1,,,
MH-AS-NAN-10000028,suresh.patil55,Suresh Patil,Male,1974-10-18,51,NT,XXXX-XXXX-4224,9949892649,Maharashtra,Nanded,Bhokar,Bhokar_Village_51,434922,215/24,3.54,Well-irrigated,Black Cotton Soil,Borewell,Tomato,Groundnut,Onion,No,,No,No,2024-03-27,Inactive,215/24,Unverified,37808938880,Bhogtavadar Varg-2,0.0,5.95,04/01/2025,KID9486519510,19.408693,77.266504,106.2,Abhinav,2024-11-07,Rain-fed,No,0,0,XXXX9628XX,MAHB9664535,0.65,0.323,50.3,249.5,,,
MH-AS-JAL-10000025,kavita.lokhande62,Kavita Lokhande,Female,1986-11-08,39,NT,XXXX-XXXX-2658,8231660485,Maharashtra,Jalgaon,Erandol,Erandol_Village_34,441592,103/49,11.06,Irrigated,Red Laterite,Rain-fed,Custard Apple,Chana Dal,Wheat,No,State Bank of India,Yes,No,2024-11-24,Active,103/49,Verified,35686850445,Bhogtavadar Varg-1,0.0,20.15,15/06/2024,KID7174905312,21.014821,75.589824,187.6,Local Variety,2024-11-05,Irrigated,Yes,286859,5737,XXXX5631XX,MAHB9698512,0.69,0.618,10.4,26.7,2025-02-09,25.8,Approved
MH-AS-NAN-10000029,lata.kulkarni31,Lata Kulkarni,Female,1950-10-03,75,NT,XXXX-XXXX-8082,9728732476,Maharashtra,Nanded,Deglur,Deglur_Village_55,421530,418/43,2.76,Canal-irrigated,Black Cotton Soil,Borewell,Maize,Moong Dal,,Yes,,No,Yes,2023-01-29,Active,418/43,Verified,36789448659,Shasakiya,0.42,5.23,01/02/2025,KID3171733981,19.094088,77.075444,93.7,Ganga-11,2024-06-26,Rain-fed,No,0,0,XXXX9481XX,MAHB9727618,0.706,0.545,22.8,31.4,,,
MH-AS-SAN-10000036,kavita.thorat69,Kavita Thorat,Female,1960-12-20,65,SBC,XXXX-XXXX-9989,9488166998,Maharashtra,Sangli,Walwa,Walwa_Village_99,409946,613/2,6.63,Canal-irrigated,Sandy Loam,Borewell,Jowar,Banana,,Yes,,Yes,No,2022-08-18,Active,613/2,Verified,36726515966,Shasakiya,0.22,12.24,17/10/2024,KID5106376641,16.558321,74.419817,145.3,Phule Vasudha,2024-07-07,Rain-fed,Yes,136871,2737,XXXX9717XX,MAHB9290998,0.74,0.602,18.6,16.2,,,
MH-AS-AMR-10000029,ratan.kale38,Ratan Kale,Male,1992-11-20,33,OBC,XXXX-XXXX-2716,7518092433,Maharashtra,Amravati,Achalpur,Achalpur_Village_42,437514,632/39,3.5,Well-irrigated,Black Cotton Soil,River Lift,Sunflower,Castor,Orange,No,,Yes,Yes,2024-09-21,Active,632/39,Verified,33878201524,Bhogtavadar Varg-1,0.0,5.86,01/11/2024,KID7161371951,21.325752,77.400458,105.6,Local Variety,2024-10-17,Rain-fed,Yes,88748,1774,XXXX7844XX,MAHB4976617,0.565,0.393,30.4,24.7,,,
MH-AS-AUR-10000031,yamuna.chavan68,Yamuna Chavan,Female,1950-08-19,75,NT,XXXX-XXXX-4116,8834870024,Maharashtra,Aurangabad,Vaijapur,Vaijapur_Village_76,436275,741/34,5.58,Well-irrigated,Alluvial,Borewell,Mango,Tur Dal,Pomegranate,Yes,Bank of Maharashtra,Yes,No,2024-07-22,Active,741/34,Verified,34683935600,Bhogtavadar Varg-2,0.31,9.72,13/02/2024,KID5126642026,20.005088,75.384109,133.3,Local Variety,2024-11-02,Rain-fed,Yes,145836,2916,XXXX8124XX,MAHB5851723,0.705,0.589,16.5,26.8,,,
MH-AS-SAN-10000037,vandana.mane19,Vandana Mane,Female,1972-06-20,53,General,XXXX-XXXX-7681,9531141194,Maharashtra,Sangli,Tasgaon,Tasgaon_Village_44,427532,580/49,10.79,Canal-irrigated,Black Cotton Soil,Canal,Jowar,Maize,,Yes,,Yes,Yes,2023-03-09,Active,580/49,Verified,36711463258,Bhogtavadar Varg-2,0.36,20.65,28/03/2025,KID5910784219,16.550858,74.664246,185.3,Phule Vasudha,2024-07-09,Rain-fed,Yes,214182,4283,XXXX6969XX,MAHB1312734,0.794,0.644,18.9,19.6,,,
MH-AS-KOL-10000022,rukhmini.patil82,Rukhmini Patil,Female,1959-01-24,67,NT,XXXX-XXXX-5285,7759091568,Maharashtra,Kolhapur,Radhanagari,Radhanagari_Village_26,412489,21/25,1.94,Irrigated,Black Cotton Soil,Rain-fed,Soybean,Wheat,,Yes,,No,No,2023-10-16,Inactive,21/25,Unverified,38274273035,Bhogtavadar Varg-1,0.09,3.53,27/01/2024,KID7737558184,16.469097,74.358692,78.6,JS-9305,2024-07-03,Irrigated,Yes,49796,995,XXXX7970XX,MAHB8742166,0.55,0.222,59.6,11.3,,,
MH-AS-DHU-10000026,rajesh.bhosale55,Rajesh Bhosale,Male,1963-07-06,62,SC,XXXX-XXXX-7053,8378936873,Maharashtra,Dhule,Shirpur,Shirpur_Village_55,432880,185/41,9.06,Well-irrigated,Medium Black,Well,Watermelon,Tomato,,No,,Yes,Yes,2024-01-08,Active,185/41,Verified,39354542654,Shasakiya,0.09,14.51,20/03/2024,KID7201872978,21.097348,75.126612,169.8,Local Variety,2024-11-04,Rain-fed,Yes,249365,4987,XXXX4278XX,MAHB8851981,0.555,0.416,25.0,24.7,,,
MH-AS-KOL-10000023,suresh.wagh86,Suresh Wagh,Male,1961-08-02,64,OBC,XXXX-XXXX-1035,7351173449,Maharashtra,Kolhapur,Kagal,Kagal_Village_36,416415,180/1,9.04,Irrigated,Red Laterite,Borewell,Cardamom,Wheat,,No,Canara Bank,No,No,2025-07-27,Active,180/1,Verified,33362646960,Bhogtavadar Varg-1,0.03,17.22,21/03/2024,KID6082184531,16.792511,74.547754,169.6,Local Variety,2024-10-30,Irrigated,Yes,244930,4898,XXXX2667XX,MAHB8385697,0.818,0.785,4.0,25.3,,,
MH-AS-OSM-10000026,yamuna.surve28,Yamuna Surve,Female,1981-09-13,44,General,XXXX-XXXX-8404,8781032032,Maharashtra,Osmanabad,Omerga,Omerga_Village_12,411059,338/43,0.33,Canal-irrigated,Red Laterite,River Lift,Tur Dal,Tomato,,Yes,,No,Yes,2025-02-03,Active,338/43,Verified,32953462417,Bhogtavadar Varg-2,0.0,0.53,21/01/2025,KID7853854316,17.903395,76.332151,32.4,Local Variety,2024-10-16,Rain-fed,No,0,0,XXXX3391XX,MAHB1857834,0.653,0.545,16.5,25.9,2024-12-20,21.5,Approved
MH-AS-OSM-10000027,rekha.desai14,Rekha Desai,Female,1959-04-23,67,ST,XXXX-XXXX-3599,8666858430,Maharashtra,Osmanabad,Lohara,Lohara_Village_10,431761,674/14,11.99,Semi-irrigated,Alluvial,Borewell,Safflower,Pomegranate,Urad Dal,No,Maharashtra Gramin Bank,No,No,2025-08-19,Inactive,674/14,Unverified,36645808194,Bhogtavadar Varg-1,0.0,22.76,12/11/2024,KID7596004709,17.915149,75.857809,195.4,Local Variety,2024-11-08,Rain-fed,Yes,338868,6777,XXXX8556XX,MAHB4491573,0.695,0.164,76.4,24.4,,,
MH-AS-LAT-10000025,rekha.patil16,Rekha Patil,Female,1987-12-26,38,ST,XXXX-XXXX-8101,9027409020,Maharashtra,Latur,Chakur,Chakur_Village_51,431744,3/13,0.39,Well-irrigated,Medium Black,Well,Jowar,Onion,Bajra,No,DCCB Nashik,Yes,No,2023-02-26,Inactive,3/13,Unverified,32388450337,Shasakiya,0.0,0.66,26/01/2024,KID7934871401,18.655186,76.653263,35.2,Phule Vasudha,2024-06-21,Rain-fed,No,0,0,XXXX9684XX,MAHB7148052,0.647,0.314,51.5,19.9,,,
MH-AS-AMR-10000030,vitthal.kadam29,Vitthal Kadam,Male,1995-07-12,30,SBC,XXXX-XXXX-8862,9562126886,Maharashtra,Amravati,Chandur Bazar,Chandur Bazar_Village_19,437804,703/20,0.98,Irrigated,Alluvial,Well,Maize,Urad Dal,Chana Dal,Yes,,Yes,No,2025-08-15,Active,703/20,Verified,35243939720,Bhogtavadar Varg-1,0.0,1.94,11/12/2024,KID4345796061,20.964641,77.992647,55.9,Ganga-11,2024-06-28,Irrigated,Yes,22285,445,XXXX2851XX,MAHB1765049,0.782,0.758,3.1,30.6,2024-11-06,61.0,Disbursed
MH-AS-KOL-10000024,shobha.mahale20,Shobha Mahale,Female,1998-03-02,28,General,XXXX-XXXX-7059,9039726186,Maharashtra,Kolhapur,Radhanagari,Radhanagari_Village_16,441176,472/41,11.03,Canal-irrigated,Red Laterite,Drip,Paddy,Colocasia,Groundnut,No,Bank of Baroda,Yes,No,2024-04-17,Active,472/41,Verified,37625389037,Bhogtavadar Varg-1,0.0,19.27,11/02/2024,KID3078312996,16.5233,74.584684,187.4,Jyoti,2024-07-02,Rain-fed,No,0,0,XXXX4591XX,MAHB7421163,0.675,0.612,9.3,38.7,,,
MH-AS-PUN-10000029,vimal.more60,Vimal More,Female,1979-07-10,46,General,XXXX-XXXX-7780,7718435750,Maharashtra,Pune,Baramati,Baramati_Village_82,401604,858/6,2.89,Rain-fed,Alluvial,Canal,Capsicum,Cauliflower,Cabbage,Yes,,No,No,2023-02-19,Pending,858/6,Pending,32774884818,Shasakiya,0.3,5.0,19/05/2024,KID2952140932,18.338841,73.648536,95.9,Local Variety,2024-10-27,Rain-fed,Yes,86160,1723,XXXX9369XX,MAHB3928016,0.639,0.326,49.0,25.1,,,
MH-AS-DHU-10000027,sanjay.lokhande54,Sanjay Lokhande,Male,1950-06-27,75,General,XXXX-XXXX-3833,9840250658,Maharashtra,Dhule,Shirpur,Shirpur_Village_35,407645,344/31,4.78,Rain-fed,Sandy Loam,Drip,Chilli,Tomato,,No,,No,Yes,2024-11-15,Active,344/31,Verified,38543865915,Bhogtavadar Varg-1,0.0,7.93,14/08/2024,KID5815967224,20.806118,74.970829,123.3,LCA-334,2024-07-13,Rain-fed,No,0,0,XXXX4835XX,MAHB8432050,0.76,0.641,15.7,23.9,,,
MH-AS-SOL-10000025,baburao.desai38,Baburao Desai,Male,1984-04-04,42,NT,XXXX-XXXX-5804,8654217261,Maharashtra,Solapur,Barshi,Barshi_Village_1,426093,730/7,4.16,Semi-irrigated,Alluvial,Well,Soybean,Sugarcane,,No,DCCB Nashik,No,Yes,2023-08-04,Active,730/7,Verified,37981077394,Bhogtavadar Varg-1,0.0,7.16,04/12/2024,KID3103791959,17.616696,76.094434,115.1,JS-9305,2024-07-10,Rain-fed,Yes,103288,2065,XXXX6786XX,MAHB5022924,0.653,0.506,22.5,11.3,,,
MH-AS-OSM-10000028,anita.nirmal40,Anita Nirmal,Female,1970-09-15,55,SBC,XXXX-XXXX-2339,9599899250,Maharashtra,Osmanabad,Paranda,Paranda_Village_94,407675,774/38,1.05,Semi-irrigated,Alluvial,Tank,Onion,Jowar,,No,DCCB Pune,Yes,Yes,2025-12-07,Inactive,774/38,Unverified,34264134512,Inam,0.06,2.05,05/08/2024,KID6931334539,18.49679,76.434433,57.8,Bhima Raj,2024-07-13,Rain-fed,No,0,0,XXXX5882XX,MAHB6578332,0.82,0.554,32.4,201.7,,,
MH-AS-NAG-10000031,yamuna.shinde54,Yamuna Shinde,Female,1951-05-31,75,General,XXXX-XXXX-3388,8661811178,Maharashtra,Nagpur,Hingna,Hingna_Village_60,444029,933/14,5.65,Rain-fed,Medium Black,Drip,Jowar,Bajra,Tomato,Yes,,No,No,2022-08-09,Active,933/14,Verified,36169243284,Inam,0.0,11.29,05/09/2024,KID9846912080,21.435235,79.370916,134.1,Phule Vasudha,2024-07-08,Rain-fed,No,0,0,XXXX8760XX,MAHB9308178,0.662,0.619,6.5,16.4,,,
MH-AS-AUR-10000032,lata.kale85,Lata Kale,Female,1957-10-17,68,General,XXXX-XXXX-4760,7817790675,Maharashtra,Aurangabad,Vaijapur,Vaijapur_Village_50,443123,711/8,11.84,Rain-fed,Medium Black,Borewell,Mango,Sweet Lime,,Yes,DCCB Nashik,No,Yes,2023-11-05,Active,711/8,Verified,33358880404,Bhogtavadar Varg-1,0.0,20.69,06/11/2024,KID1838916597,19.813571,75.165605,194.1,Local Variety,2024-10-19,Rain-fed,No,0,0,XXXX3811XX,MAHB9553901,0.719,0.657,8.6,24.1,2025-01-14,57.5,Approved
MH-AS-AMR-10000031,lata.mane85,Lata Mane,Female,1966-03-01,60,ST,XXXX-XXXX-1773,8756097362,Maharashtra,Amravati,Daryapur,Daryapur_Village_5,406962,823/10,1.64,Well-irrigated,Black Cotton Soil,Tank,Cotton,Orange,Tur Dal,No,,Yes,Yes,2024-01-10,Active,823/10,Verified,39279291478,Bhogtavadar Varg-1,0.0,2.92,14/08/2024,KID4725875055,21.228851,78.134872,72.3,Bt-Hybrid,2024-06-15,Rain-fed,Yes,91241,1824,XXXX5796XX,MAHB5856099,0.633,0.54,14.7,19.2,2025-01-31,38.4,Disbursed
MH-AS-DHU-10000028,anil.shinde95,Anil Shinde,Male,1977-10-30,48,OBC,XXXX-XXXX-4894,8744425293,Maharashtra,Dhule,Dhule,Dhule_Village_16,422267,957/50,11.53,Semi-irrigated,Medium Black,Canal,Cotton,Tur Dal,,Yes,,No,Yes,2025-04-09,Active,957/50,Verified,38293928340,Bhogtavadar Varg-1,0.0,21.78,31/07/2024,KID1485244945,20.729195,75.119747,191.6,Bt-Hybrid,2024-07-13,Rain-fed,Yes,648925,12978,XXXX4818XX,MAHB4434508,0.676,0.522,22.8,20.8,,,
MH-AS-AHM-10000026,lalita.thorat96,Lalita Thorat,Female,1982-10-03,43,General,XXXX-XXXX-6217,8560135277,Maharashtra,Ahmednagar,Sangamner,Sangamner_Village_71,416694,772/23,10.63,Canal-irrigated,Alluvial,Tank,Pomegranate,Soybean,,No,Canara Bank,Yes,Yes,2025-02-14,Active,772/23,Verified,31521521078,Bhogtavadar Varg-1,0.03,20.78,19/05/2024,KID1810911784,19.204376,74.77469,183.9,Bhagwa,2024-10-25,Rain-fed,No,0,0,XXXX9647XX,MAHB3883639,0.686,0.49,28.6,26.9,,,
MH-AS-NAG-10000032,ramesh.yadav49,Ramesh Yadav,Male,1976-05-06,50,General,XXXX-XXXX-6146,8420335116,Maharashtra,Nagpur,Ramtek,Ramtek_Village_14,400975,748/32,4.8,Canal-irrigated,Sandy Loam,Drip,Garlic,Tomato,,No,,No,No,2024-02-28,Pending,748/32,Pending,35975196341,Bhogtavadar Varg-1,0.0,8.82,20/04/2024,KID5100263812,21.133405,79.478566,123.6,Local Variety,2024-11-01,Rain-fed,No,0,0,XXXX8909XX,MAHB3002401,0.658,0.365,44.5,23.7,,,
MH-AS-OSM-10000029,popat.surve98,Popat Surve,Male,1955-10-31,70,General,XXXX-XXXX-5575,7475342024,Maharashtra,Osmanabad,Lohara,Lohara_Village_95,412111,260/16,9.32,Irrigated,Alluvial,River Lift,Bajra,Onion,,No,Bank of Baroda,No,No,2023-04-12,Pending,260/16,Pending,33365835550,Bhogtavadar Varg-2,0.0,16.37,21/01/2025,KID2090256514,18.032914,75.700214,172.2,GHB-732,2024-06-25,Irrigated,Yes,149392,2987,XXXX8656XX,MAHB3632953,0.657,0.497,24.4,14.0,,,
MH-AS-KOL-10000025,popat.nirmal16,Popat Nirmal,Male,1991-04-24,35,SBC,XXXX-XXXX-5367,9154936789,Maharashtra,Kolhapur,Hatkanangle,Hatkanangle_Village_94,433714,171/3,7.25,Canal-irrigated,Red Laterite,Canal,Turmeric,Ginger,Pepper,No,Canara Bank,No,No,2025-04-22,Active,171/3,Verified,37666869046,Bhogtavadar Varg-2,0.47,12.8,19/09/2024,KID5191237128,16.788852,74.361373,151.9,Salem,2024-06-21,Rain-fed,Yes,356860,7137,XXXX6222XX,MAHB2753239,0.713,0.53,25.7,26.5,,,
MH-AS-SAT-10000031,geeta.pawar69,Geeta Pawar,Female,1970-06-09,55,SBC,XXXX-XXXX-5590,9147919717,Maharashtra,Satara,Patan,Patan_Village_51,404448,226/37,5.22,Rain-fed,Medium Black,River Lift,Turmeric,Brinjal,Ginger,Yes,DCCB Nashik,Yes,Yes,2022-06-25,Active,226/37,Verified,31400330495,Bhogtavadar Varg-2,0.0,9.8,28/02/2024,KID5115338284,17.710483,74.213847,128.9,Salem,2024-06-23,Rain-fed,Yes,268575,5371,XXXX1580XX,MAHB2813178,0.795,0.697,12.3,26.9,2024-12-20,79.9,Approved
MH-AS-DHU-10000029,sita.jadhav89,Sita Jadhav,Female,1988-08-26,37,OBC,XXXX-XXXX-8135,9248531397,Maharashtra,Dhule,Sakri,Sakri_Village_17,411890,433/38,0.51,Irrigated,Sandy Loam,Well,Jowar,Groundnut,Soybean,No,Bank of Maharashtra,Yes,No,2025-04-23,Active,433/38,Verified,34921003983,Bhogtavadar Varg-2,0.0,0.82,25/06/2024,KID4294231198,20.540806,75.121801,40.3,Phule Vasudha,2024-06-26,Irrigated,Yes,9383,187,XXXX5389XX,MAHB4946873,0.667,0.574,13.9,19.6,,,
MH-AS-LAT-10000026,vandana.dhere87,Vandana Dhere,Female,1951-08-28,74,NT,XXXX-XXXX-4841,9081059599,Maharashtra,Latur,Udgir,Udgir_Village_98,422752,288/41,11.85,Irrigated,Alluvial,Drip,Sesame,Moong Dal,Tomato,Yes,State Bank of India,Yes,No,2024-06-13,Active,288/41,Verified,34574027737,Bhogtavadar Varg-1,0.0,21.9,08/08/2024,KID1167409431,18.455059,76.199664,194.2,Local Variety,2024-06-18,Irrigated,Yes,291304,5826,XXXX5075XX,MAHB1034152,0.618,0.486,21.4,26.4,,,
MH-AS-DHU-10000030,dnyanoba.desai38,Dnyanoba Desai,Male,1972-02-04,54,NT,XXXX-XXXX-2301,8648694559,Maharashtra,Dhule,Dhule,Dhule_Village_5,438918,9/46,10.3,Semi-irrigated,Medium Black,River Lift,Soybean,Linseed,Wheat,No,Maharashtra Gramin Bank,Yes,Yes,2022-06-26,Active,9/46,Verified,38372755146,Bhogtavadar Varg-1,0.0,17.94,26/02/2024,KID1887554936,21.298541,74.400707,181.1,JS-9305,2024-06-22,Rain-fed,No,0,0,XXXX2852XX,MAHB6737040,0.559,0.435,22.2,13.9,,,
MH-AS-KOL-10000026,sita.bhosale30,Sita Bhosale,Female,1998-02-20,28,SC,XXXX-XXXX-5180,8538951907,Maharashtra,Kolhapur,Karvir,Karvir_Village_20,428646,398/49,3.58,Rain-fed,Sandy Loam,Drip,Soybean,Jackfruit,Wheat,No,Maharashtra Gramin Bank,No,No,2025-06-03,Active,398/49,Verified,36469318275,Bhogtavadar Varg-1,0.0,6.87,25/05/2024,KID1027716192,16.937005,74.206999,106.7,JS-9305,2024-06-30,Rain-fed,Yes,87077,1741,XXXX7591XX,MAHB7584389,0.807,0.668,17.2,11.6,,,
MH-AS-AHM-10000027,vandana.kale91,Vandana Kale,Female,1962-07-14,63,NT,XXXX-XXXX-1087,8679044739,Maharashtra,Ahmednagar,Shevgaon,Shevgaon_Village_63,416148,769/50,10.34,Semi-irrigated,Alluvial,Borewell,Jowar,Sugarcane,Tur Dal,No,,Yes,Yes,2024-10-31,Active,769/50,Verified,38880079328,Bhogtavadar Varg-1,0.48,16.93,13/12/2024,KID7276149545,18.958839,74.80484,181.4,Phule Vasudha,2024-06-24,Rain-fed,Yes,194234,3884,XXXX2723XX,MAHB3531526,0.608,0.49,19.4,18.7,,,
MH-AS-SAT-10000032,vilas.patil83,Vilas Patil,Male,2001-06-10,24,SC,XXXX-XXXX-6563,9888779472,Maharashtra,Satara,Satara,Satara_Village_73,420664,950/34,1.58,Canal-irrigated,Sandy Loam,Rain-fed,Brinjal,Onion,Banana,No,,No,Yes,2025-05-17,Active,950/34,Verified,39505085936,Bhogtavadar Varg-1,0.01,2.9,13/12/2024,KID7340525085,17.617185,73.744513,70.9,Local Variety,2024-10-29,Rain-fed,Yes,39515,790,XXXX3631XX,MAHB6269306,0.655,0.625,4.6,26.8,,,
MH-AS-SAT-10000033,ganesh.pawar98,Ganesh Pawar,Male,1958-07-25,67,SC,XXXX-XXXX-3463,8835405332,Maharashtra,Satara,Karad,Karad_Village_80,437673,367/38,7.6,Irrigated,Red Laterite,Rain-fed,Turmeric,Banana,,No,Canara Bank,Yes,No,2025-12-13,Active,367/38,Verified,36341783555,Shasakiya,0.0,13.62,30/10/2024,KID8854065461,17.61943,74.176563,155.5,Salem,2024-06-26,Irrigated,No,0,0,XXXX7337XX,MAHB3041062,0.647,0.528,18.4,24.9,2025-01-28,19.1,Approved
MH-AS-NAN-10000030,baburao.patil73,Baburao Patil,Male,2000-04-07,26,General,XXXX-XXXX-1126,7010353687,Maharashtra,Nanded,Kinwat,Kinwat_Village_72,405418,881/13,1.58,Canal-irrigated,Sandy Loam,Well,Groundnut,Chana Dal,,No,State Bank of India,Yes,Yes,2025-08-05,Pending,881/13,Pending,33367665472,Bhogtavadar Varg-1,0.0,2.93,06/09/2024,KID9161091092,19.487157,77.471858,70.9,TAG-24,2024-07-04,Rain-fed,No,0,0,XXXX2691XX,MAHB2201469,0.64,0.312,51.2,16.3,,,
MH-AS-JAL-10000026,sadashiv.pawar79,Sadashiv Pawar,Male,1987-06-19,38,SBC,XXXX-XXXX-2758,9192192510,Maharashtra,Jalgaon,Erandol,Erandol_Village_67,408536,30/4,10.65,Irrigated,Red Laterite,Rain-fed,Soybean,Jowar,Tomato,No,DCCB Nashik,Yes,Yes,2024-09-16,Inactive,30/4,Unverified,32647489402,Bhogtavadar Varg-1,0.44,17.32,26/09/2024,KID6342458483,21.261347,75.78546,184.1,JS-9305,2024-07-10,Irrigated,Yes,260501,5210,XXXX4379XX,MAHB9589440,0.771,0.456,40.9,12.7,,,
MH-AS-PUN-10000030,naresh.shinde31,Naresh Shinde,Male,1992-01-06,34,General,XXXX-XXXX-4500,8712415383,Maharashtra,Pune,Bhor,Bhor_Village_75,402380,676/24,11.03,Well-irrigated,Sandy Loam,Drip,Chilli,Garlic,,No,Maharashtra Gramin Bank,Yes,Yes,2023-04-15,Active,676/24,Verified,34776677517,Bhogtavadar Varg-1,0.23,20.21,07/12/2024,KID9664629170,18.124063,74.23825,187.4,LCA-334,2024-06-27,Rain-fed,Yes,316046,6320,XXXX8521XX,MAHB3242653,0.598,0.475,20.6,24.0,,,
MH-AS-SAN-10000038,bharat.more88,Bharat More,Male,1978-02-18,48,NT,XXXX-XXXX-2247,8979470395,Maharashtra,Sangli,Sangli,Sangli_Village_89,429289,840/23,3.8,Irrigated,Red Laterite,Rain-fed,Wheat,Tomato,,No,,Yes,No,2023-05-06,Active,840/23,Verified,34710967433,Bhogtavadar Varg-2,0.0,6.93,06/06/2024,KID2940731894,17.10679,74.438943,110.0,HD-2781,2024-11-13,Irrigated,Yes,127191,2543,XXXX7664XX,MAHB5936022,0.641,0.516,19.5,35.8,2024-11-27,58.8,Pending Review
MH-AS-KOL-10000027,mamta.desai93,Mamta Desai,Female,2002-08-12,23,SBC,XXXX-XXXX-4380,8831206838,Maharashtra,Kolhapur,Hatkanangle,Hatkanangle_Village_88,441161,283/37,10.5,Irrigated,Alluvial,Drip,Sugarcane,Colocasia,,Yes,DCCB Pune,Yes,No,2023-09-22,Active,283/37,Verified,37077131430,Bhogtavadar Varg-1,0.0,19.15,24/01/2024,KID5101932301,16.946343,74.07871,182.8,Co-86032,2024-07-10,Irrigated,Yes,749221,14984,XXXX9952XX,MAHB6602513,0.782,0.71,9.2,698.6,,,
MH-AS-OSM-10000030,usha.mane28,Usha Mane,Female,1990-07-21,35,ST,XXXX-XXXX-8162,7356964056,Maharashtra,Osmanabad,Omerga,Omerga_Village_48,432507,899/42,8.59,Rain-fed,Black Cotton Soil,Well,Sunflower,Bajra,,No,,Yes,No,2023-10-02,Active,899/42,Verified,37475684019,Bhogtavadar Varg-1,0.0,15.82,22/04/2024,KID9052368937,17.894163,75.812849,165.4,Local Variety,2024-11-05,Rain-fed,No,0,0,XXXX5233XX,MAHB3434897,0.591,0.554,6.3,23.1,,,
MH-AS-AMR-10000032,rekha.kadam35,Rekha Kadam,Female,1951-05-31,75,General,XXXX-XXXX-1628,8018448844,Maharashtra,Amravati,Achalpur,Achalpur_Village_76,436788,923/37,0.66,Semi-irrigated,Red Laterite,Drip,Moong Dal,Wheat,Cotton,Yes,Bank of Maharashtra,No,Yes,2022-07-14,Active,923/37,Verified,34524233168,Bhogtavadar Varg-1,0.08,1.23,21/07/2024,KID6878925141,20.596776,77.723037,45.8,Local Variety,2024-11-07,Rain-fed,No,0,0,XXXX1585XX,MAHB3279391,0.749,0.554,26.0,25.8,,,
MH-AS-JAL-10000027,vimal.shinde57,Vimal Shinde,Female,1999-11-16,26,ST,XXXX-XXXX-9615,7688584755,Maharashtra,Jalgaon,Erandol,Erandol_Village_27,420583,102/30,7.19,Well-irrigated,Alluvial,River Lift,Groundnut,Jowar,Sugarcane,No,,Yes,No,2024-06-14,Active,102/30,Verified,35933179746,Bhogtavadar Varg-2,0.02,13.82,02/11/2024,KID8200489892,21.137655,75.590007,151.3,TAG-24,2024-06-20,Rain-fed,Yes,180742,3614,XXXX4398XX,MAHB9717315,0.659,0.621,5.8,18.7,,,
MH-AS-SAT-10000034,vandana.salve90,Vandana Salve,Female,1987-07-16,38,OBC,XXXX-XXXX-6970,9489881037,Maharashtra,Satara,Satara,Satara_Village_45,419086,468/21,9.6,Irrigated,Black Cotton Soil,River Lift,Onion,Maize,Turmeric,No,Union Bank,Yes,No,2024-04-10,Active,468/21,Verified,37608153267,Bhogtavadar Varg-1,0.16,16.4,29/01/2024,KID8063396775,17.699284,73.905723,174.8,Bhima Raj,2024-07-14,Irrigated,No,0,0,XXXX8716XX,MAHB5802557,0.571,0.512,10.3,199.1,2025-04-07,28.9,Pending Review
MH-AS-NAN-10000031,pandurang.surve49,Pandurang Surve,Male,1984-06-02,41,General,XXXX-XXXX-2140,9936907362,Maharashtra,Nanded,Nanded,Nanded_Village_66,444324,665/23,1.35,Well-irrigated,Sandy Loam,Borewell,Paddy,Sunflower,,No,,Yes,No,2024-11-30,Inactive,665/23,Unverified,36777263354,Bhogtavadar Varg-2,0.0,2.61,04/01/2024,KID8079528688,19.154974,77.226372,65.6,Jyoti,2024-06-15,Rain-fed,Yes,38462,769,XXXX2509XX,MAHB5572352,0.669,0.392,41.4,40.6,,,
